topic,link
Road resurfacing.,https://www.coventry.gov.uk/directory-record/44998/road-resurfacing-
Road Safety,https://www.coventry.gov.uk/directory-record/47498/road-safety
Road Safety Budget and Staff,https://www.coventry.gov.uk/directory-record/44062/road-safety-budget-and-staff
Road safety expenditure.,https://www.coventry.gov.uk/directory-record/46354/road-safety-expenditure-
Road safety.,https://www.coventry.gov.uk/directory-record/44675/road-safety-
Road Sign errors,https://www.coventry.gov.uk/directory-record/45627/road-sign-errors
Road signage around Hales Street bus lane.,https://www.coventry.gov.uk/directory-record/46436/road-signage-around-hales-street-bus-lane-
Road surface dressing budgets.,https://www.coventry.gov.uk/directory-record/44999/road-surface-dressing-budgets-
Road surfacing work.,https://www.coventry.gov.uk/directory-record/45246/road-surfacing-work-
Road verges,https://www.coventry.gov.uk/directory-record/49025/road-verges
Roadworks and investment in roads ,https://www.coventry.gov.uk/directory-record/57770/roadworks-and-investment-in-roads-
Roadworks data request for Coventry: REQ00565 (1),https://www.coventry.gov.uk/directory-record/47438/roadworks-data-request-for-coventry-req00565-1-
Roadworks data request for Coventry: REQ00565 (2),https://www.coventry.gov.uk/directory-record/47488/roadworks-data-request-for-coventry-req00565-2-
Roadworks on Longford Rd for 17 July 2017,https://www.coventry.gov.uk/directory-record/45663/roadworks-on-longford-rd-for-17-july-2017
Roadworks/Commercial Property,https://www.coventry.gov.uk/directory-record/47499/roadworks-commercial-property
Roadworks/Road Maintenance Projects,https://www.coventry.gov.uk/directory-record/47886/roadworks-road-maintenance-projects
Robotic Process Automation,https://www.coventry.gov.uk/directory-record/47064/robotic-process-automation
Romanian and self-employed Housing Benefit Claims,https://www.coventry.gov.uk/directory-record/46196/romanian-and-self-employed-housing-benefit-claims
RoSPA Safety Awards,https://www.coventry.gov.uk/directory-record/44587/rospa-safety-awards
Rough Sleepers,https://www.coventry.gov.uk/directory-record/45303/rough-sleepers
Rough Sleeping,https://www.coventry.gov.uk/directory-record/47803/rough-sleeping
Round 1 Levelling Up Funding,https://www.coventry.gov.uk/directory-record/57438/round-1-levelling-up-funding
Roundabout Assets,https://www.coventry.gov.uk/directory-record/57907/roundabout-assets
Rowley Road,https://www.coventry.gov.uk/directory-record/47452/rowley-road
"Rowleys Green Lane, planning and the alleged footpath",https://www.coventry.gov.uk/directory-record/46550/rowleys-green-lane-planning-and-the-alleged-footpath
RPZ valves in Council buildings,https://www.coventry.gov.uk/directory-record/46551/rpz-valves-in-council-buildings
Rubbish and Recycling,https://www.coventry.gov.uk/directory-record/47746/rubbish-and-recycling
Rubbish put out for collection,https://www.coventry.gov.uk/directory-record/48012/rubbish-put-out-for-collection
Rugby and Coventry CCG Funding,https://www.coventry.gov.uk/directory-record/47081/rugby-and-coventry-ccg-funding
Rugby World Cup Host,https://www.coventry.gov.uk/directory-record/47736/rugby-world-cup-host
Running costs for on-going works at Newington Close,https://www.coventry.gov.uk/directory-record/47869/running-costs-for-on-going-works-at-newington-close
S. 202 Statutory Reviews,https://www.coventry.gov.uk/directory-record/48819/s-202-statutory-reviews
S.106 Financial contributions,https://www.coventry.gov.uk/directory-record/58924/s-106-financial-contributions
S106 agreements related to supermarkets,https://www.coventry.gov.uk/directory-record/46276/s106-agreements-related-to-supermarkets
S278 and S38 agreements,https://www.coventry.gov.uk/directory-record/48891/s278-and-s38-agreements
Safe Harbour,https://www.coventry.gov.uk/directory-record/47568/safe-harbour
"Safeguarding ""threshold criteria.""",https://www.coventry.gov.uk/directory-record/46437/safeguarding-threshold-criteria-
Safeguarding alerts in Adult Social Care,https://www.coventry.gov.uk/directory-record/57763/safeguarding-alerts-in-adult-social-care
Safeguarding and MASH.,https://www.coventry.gov.uk/directory-record/43962/safeguarding-and-mash-
Safeguarding at unregistered schools,https://www.coventry.gov.uk/directory-record/43515/safeguarding-at-unregistered-schools
Safeguarding Children Boards,https://www.coventry.gov.uk/directory-record/44911/safeguarding-children-boards
Safeguarding Investigations into Children's Homes,https://www.coventry.gov.uk/directory-record/57495/safeguarding-investigations-into-children-s-homes
Safeguarding issues for providers,https://www.coventry.gov.uk/directory-record/46703/safeguarding-issues-for-providers
Safeguarding notes of deceased persons,https://www.coventry.gov.uk/directory-record/47760/safeguarding-notes-of-deceased-persons
Safeguarding policies of Coventry schools.,https://www.coventry.gov.uk/directory-record/44061/safeguarding-policies-of-coventry-schools-
Safeguarding reviews,https://www.coventry.gov.uk/directory-record/57498/safeguarding-reviews
"Safety inspections regarding Daventry Road, Coventry.",https://www.coventry.gov.uk/directory-record/45245/safety-inspections-regarding-daventry-road-coventry-
Salaries of Senior managers,https://www.coventry.gov.uk/directory-record/45381/salaries-of-senior-managers
Salary of the Director of Children's Services/Education,https://www.coventry.gov.uk/directory-record/47501/salary-of-the-director-of-children-s-services-education
Salary range in design department,https://www.coventry.gov.uk/directory-record/44586/salary-range-in-design-department
"Salary, grade and scale point",https://www.coventry.gov.uk/directory-record/47322/salary-grade-and-scale-point
Sale of alcohol licences.,https://www.coventry.gov.uk/directory-record/46277/sale-of-alcohol-licences-
Sale of artworks,https://www.coventry.gov.uk/directory-record/45752/sale-of-artworks
Sale of Council land and buildings,https://www.coventry.gov.uk/directory-record/48604/sale-of-council-land-and-buildings
Sale of land,https://www.coventry.gov.uk/directory-record/45382/sale-of-land
Sale of school playing fields.,https://www.coventry.gov.uk/directory-record/44769/sale-of-school-playing-fields-
Sale value of Riley Square,https://www.coventry.gov.uk/directory-record/49004/sale-value-of-riley-square
Sales of the Open Register.,https://www.coventry.gov.uk/directory-record/46658/sales-of-the-open-register-
Sanctuary Scheme,https://www.coventry.gov.uk/directory-record/45892/sanctuary-scheme
Sanctuary scheme,https://www.coventry.gov.uk/directory-record/46197/sanctuary-scheme
Sanctuary schemes.,https://www.coventry.gov.uk/directory-record/44674/sanctuary-schemes-
Saturday Refuse Collections,https://www.coventry.gov.uk/directory-record/48617/saturday-refuse-collections
Savings made and their value since April 2009,https://www.coventry.gov.uk/directory-record/45378/savings-made-and-their-value-since-april-2009
Scanning of documents,https://www.coventry.gov.uk/directory-record/58925/scanning-of-documents
SCAP 2014 Return,https://www.coventry.gov.uk/directory-record/48252/scap-2014-return
"Schedule for sweeping and cleaning streets in Foleshill, Longford and Holbrooks.",https://www.coventry.gov.uk/directory-record/46278/schedule-for-sweeping-and-cleaning-streets-in-foleshill-longford-and-holbrooks-
School & Academy Spending,https://www.coventry.gov.uk/directory-record/45615/school-academy-spending
School Admissions,https://www.coventry.gov.uk/directory-record/46777/school-admissions
School Admissions,https://www.coventry.gov.uk/directory-record/48977/school-admissions
School admissions and civil penalties,https://www.coventry.gov.uk/directory-record/44815/school-admissions-and-civil-penalties
School admissions.,https://www.coventry.gov.uk/directory-record/44768/school-admissions-
School Aged Children (5-16) that were not placed in a school,https://www.coventry.gov.uk/directory-record/47405/school-aged-children-5-16-that-were-not-placed-in-a-school
School Agency costs.,https://www.coventry.gov.uk/directory-record/44767/school-agency-costs-
School agency staff,https://www.coventry.gov.uk/directory-record/44060/school-agency-staff
School Appeals,https://www.coventry.gov.uk/directory-record/48413/school-appeals
School applications,https://www.coventry.gov.uk/directory-record/48988/school-applications
School attendance,https://www.coventry.gov.uk/directory-record/58462/school-attendance
School attendance,https://www.coventry.gov.uk/directory-record/57932/school-attendance
School attendance staff,https://www.coventry.gov.uk/directory-record/58926/school-attendance-staff
School attendance.,https://www.coventry.gov.uk/directory-record/44765/school-attendance-
School breakfast and after school clubs.,https://www.coventry.gov.uk/directory-record/46073/school-breakfast-and-after-school-clubs-
School Budgets,https://www.coventry.gov.uk/directory-record/47442/school-budgets
School buildings in need of replacement,https://www.coventry.gov.uk/directory-record/46355/school-buildings-in-need-of-replacement
School Bus Services,https://www.coventry.gov.uk/directory-record/47435/school-bus-services
School buses owned by the Council.,https://www.coventry.gov.uk/directory-record/43846/school-buses-owned-by-the-council-
School Business Manager/Bursar grades and salaries.,https://www.coventry.gov.uk/directory-record/46279/school-business-manager-bursar-grades-and-salaries-
School Catchment Areas,https://www.coventry.gov.uk/directory-record/46801/school-catchment-areas
School census software.,https://www.coventry.gov.uk/directory-record/46438/school-census-software-
School children and further education.,https://www.coventry.gov.uk/directory-record/45471/school-children-and-further-education-
School children expelled and suspended,https://www.coventry.gov.uk/directory-record/47217/school-children-expelled-and-suspended
School children with mental health issues,https://www.coventry.gov.uk/directory-record/43886/school-children-with-mental-health-issues
School Classroom sizes,https://www.coventry.gov.uk/directory-record/48579/school-classroom-sizes
School closures due to weather.,https://www.coventry.gov.uk/directory-record/45173/school-closures-due-to-weather-
School cluster group/CPD training dates for 2014.,https://www.coventry.gov.uk/directory-record/43845/school-cluster-group-cpd-training-dates-for-2014-
School Cluster Groups & Federations,https://www.coventry.gov.uk/directory-record/48347/school-cluster-groups-federations
School cluster groups and/or federations of schools.,https://www.coventry.gov.uk/directory-record/46074/school-cluster-groups-and-or-federations-of-schools-
School Cluster Groups: 20077532,https://www.coventry.gov.uk/directory-record/45463/school-cluster-groups-20077532
School Cluster Groups: 20123609,https://www.coventry.gov.uk/directory-record/46742/school-cluster-groups-20123609
School Cluster Groups: REQ04693,https://www.coventry.gov.uk/directory-record/45743/school-cluster-groups-req04693
